show_id,type,title,director,cast,country,date_added,release_year,rating,duration,description,year_added,month_added,genre,ISO
s3144,Movie,luck by chance,zoya akhtar,"farhan akhtar, konkona sen sharma, rishi kapoor, dimple kapadia, isha sharvani, sanjay kapoor, juhi chawla, hrithik roshan, alyy khan, sheeba chaddha",India,2019-12-15,2009,TV-14,156 min,"When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend.",2019,December,Dramas,IND
s3145,Movie,potato potahto,shirley frimpong-manso,"o.c. ukeje, joselyn dumas, joke silva, blossom chukwujekwu, kemi lala akindoju, chris attoh, nikki samonas, adjetey anang, victoria micheals",Ghana,2019-12-15,2017,TV-MA,104 min,A divorced couple decides to continue sharing a home but their already-delicate cohabiting scheme unravels when they begin dating other people.,2019,December,Comedies,GHA
s3146,Movie,rock on!!,abhishek kapoor,"farhan akhtar, arjun rampal, purab kohli, luke kenny, prachi desai, shahana goswami, koel purie",India,2019-12-15,2008,TV-14,139 min,"Four friends hoped that their rock band would be a hit. After breaking up, the band members reunite and take another shot at fulfilling their dream.",2019,December,Dramas,IND
s3147,TV Show,scooby-doo!: mystery incorporated,unknown,"frank welker, mindy cohn, grey delisle, matthew lillard, patrick warburton, gary cole, frances conroy, vivica a. fox",United States,2019-12-15,2012,TV-Y7,2 Seasons,"In this animated update of the cartoon classic, Scooby-Doo, Shaggy and their pals solve spooky mysteries in a hamlet bedeviled by supernatural bedlam.",2019,December,Kids' TV,USA
s3148,Movie,talaash,reema kagti,"aamir khan, rani mukerji, kareena kapoor, nawazuddin siddiqui, shernaz patel, sheeba chaddha",India,2019-12-15,2012,TV-14,140 min,"Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage.",2019,December,Dramas,IND
s3149,TV Show,what's new scooby-doo?,unknown,"frank welker, casey kasem, mindy cohn, grey delisle",United States,2019-12-15,2005,TV-Y7,3 Seasons,Scooby-Doo and the gang enter the 21st century with this updated edition of the original series with more ghoulish mysteries to solve.,2019,December,Kids' TV,USA
s3150,Movie,zindagi na milegi dobara,zoya akhtar,"hrithik roshan, abhay deol, farhan akhtar, katrina kaif, kalki koechlin, deepti naval, naseeruddin shah, ariadna cabrol",India,2019-12-15,2011,TV-14,154 min,Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever.,2019,December,Comedies,IND
s3151,Movie,6 underground,michael bay,"ryan reynolds, mélanie laurent, corey hawkins, dave franco, adria arjona, manuel garcia-rulfo, ben hardy, lior raz, payman maadi, yuri kolokolnikov, kim kold",United States,2019-12-13,2019,R,129 min,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",2019,December,Action & Adventure,USA
s3152,Movie,a trip to jamaica,robert o. peters,"ayo makun, funke akindele, nse ikpe-etim, dan davies, paul campbell, chris attoh, rebecca silvera, eric roberts, joe diaz, alex moore",Nigeria,2019-12-13,2016,TV-MA,99 min,A newly engaged couple's romantic vacation in Jamaica turns into a mischievous adventure that tests their union in wild and unexpected ways.,2019,December,Comedies,NGA
s3153,Movie,my wife and i,bunmi ajakaiye,"ramsey nouah, omoni oboli, dorcas shola fapson, sambasa nzeribe, jemima osunde, dozie onyiriuka, rotimi adelagan, seyilaw",South Africa,2019-12-13,2017,TV-MA,100 min,"When a couple leaning toward divorce meets with a pastor for counseling, an unexpected development shakes up their marriage.",2019,December,Comedies,ZAF
s3154,Movie,okafor's law,omoni oboli,unknown,Nigeria,2019-12-13,2016,TV-14,110 min,An unapologetic lothario sets out to seduce three ex-flames – but gets an unexpected education in love along the way.,2019,December,Comedies,NGA
s3155,Movie,seven and a half dates,biodun stephen,"mercy johnson, jim iyke, toyin abraham, sola sobowale, akin lewis, bayray mcnwizu, roxy antak, frank donga, ken erics, fathia balogun",Unknown,2019-12-13,2018,TV-14,107 min,"Engrossed in her career, a young woman reluctantly yields to her father's plan to set her up on 10 dates to find a suitable husband.",2019,December,Dramas,Unknown
s3156,Movie,the 9th precinct,ding-lin wang,"roy chiu, chia-chia peng, wen chen-ling, eugenie liu, yeo yann yann",Taiwan,2019-12-13,2019,TV-MA,95 min,An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.,2019,December,International Movies,TWN
s3157,Movie,zero hour,robert o. peters,"richard mofe-damijo, alex ekubo, ali nuhu, rahama sadau, eucharia anunobi, ene oloja, halima yusuf, ayo ayoola ayolola",Unknown,2019-12-13,2018,TV-MA,89 min,"After his father passes, the heir to a retail empire returns to take over the family business but faces a controversy involving laundering and murder.",2019,December,International Movies,Unknown
s3158,Movie,jack whitehall: christmas with my father,richard van't riet,"jack whitehall, michael whitehall, hugh bonneville, graham norton, layton williams, andrew lloyd webber, tim rice, tan france, antoni porowski, jonathan van ness",United Kingdom,2019-12-12,2019,TV-MA,65 min,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests.",2019,December,Stand-Up Comedy,GBR
s3159,Movie,the sky is pink,shonali bose,"rohit saraf, zaira wasim, farhan akhtar, priyanka chopra",India,2019-12-11,2019,TV-MA,143 min,"After succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story.",2019,December,Dramas,IND
s3160,Movie,good and prosperous,sameh abdulaziz,"ali rabee, mohamed abdel-rahman, bayoumi fouad, karim afifi, dalal abdel aziz, mai selim, tara emad, mohammed tharwat, haifa wehbe, ahmed adel",Egypt,2019-12-10,2017,TV-14,101 min,"As two jobless brothers search aimlessly for careers worthy of their hard-to-please mother’s praise, they cluelessly tackle countless gigs.",2019,December,Comedies,EGY
s3161,Movie,michelle wolf: joke show,lance bangs,michelle wolf,United States,2019-12-10,2019,TV-MA,60 min,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.",2019,December,Stand-Up Comedy,USA
s3162,Movie,a family reunion christmas,robbie countryman,"loretta devine, tia mowry-hardrict, anthony alabi, talia jackson, isaiah russell-bailey, cameron j. wright, jordyn raya james, jackée harry, richard roundtree",United States,2019-12-09,2019,TV-PG,29 min,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,2019,December,Children & Family Movies,USA
s3163,Movie,it comes at night,trey edward shults,"joel edgerton, christopher abbott, carmen ejogo, riley keough, kelvin harrison jr., david pendleton, griffin robert faulkner",United States,2019-12-09,2017,R,92 min,"As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help.",2019,December,Horror Movies,USA
s3164,Movie,saaho,sujeeth,"prabhas, shraddha kapoor, jackie shroff, chunky pandey, neil nitin mukesh, arun vijay, vennela kishore, murli sharma, lal, prakash belawadi, mahesh manjrekar, tinnu anand",India,2019-12-08,2019,TV-14,172 min,"In a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail.",2019,December,Action & Adventure,IND
s3165,Movie,nothing to lose 2,alexandre avancini,"petrônio gontijo, day mesquita, beth goulart, dalton vigh, eduardo galvão, césar mello, leonardo franco, raphael viana, otávio martins",Brazil,2019-12-07,2019,PG-13,97 min,"As controversy surrounds the evangelical church he helped found, Edir Macedo must juggle betrayals, politics and personal loss in this biopic sequel.",2019,December,Dramas,BRA
s3166,TV Show,astronomy club: the sketch show,unknown,"shawtane bowen, jonathan braylock, ray cordova, caroline martin, jerah milligan, monique moses, keisha zollar, james iii",United States,2019-12-06,2019,TV-MA,1 Season,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",2019,December,TV Comedies,USA
s3167,Movie,banana island ghost,bb sasore,"chigul, patrick diabuah, adetomiwa edun, uche jumbo, saidi balogun, ali nuhu, bimbo manuel, akah nnani, damilola adegbite, dorcas shola fapson",Nigeria,2019-12-06,2017,TV-14,108 min,"Searching for a soul mate, a ghost negotiates with God for three more days on Earth to find love, then meets a woman in need of help herself.",2019,December,Comedies,NGA
s3168,Movie,celebrity marriage,pascal amanfo,"kanayo o. kanayo, tonto dikeh, jackie appiah, odunlade adekola, toyin aimakhu, osita iheme, francis odega, calista okoronkwo, susan peters, roselyn ngissah",Unknown,2019-12-06,2017,TV-14,107 min,A successful actress with an abusive husband confides in friends who have troubling relationship issues of their own.,2019,December,Dramas,Unknown
s3169,TV Show,fuller house,unknown,"candace cameron bure, jodie sweetin, andrea barber, michael campion, elias harger, soni bringas, dashiell messitt, fox messitt, john stamos, bob saget, dave coulier, lori loughlin, scott weinger, blake tuomy-wilhoit, dylan tuomy-wilhoit, john brotherton, juan pablo di pace",United States,2019-12-06,2020,TV-PG,5 Seasons,The Tanner family’s adventures continue as DJ Tanner-Fuller shares a home with her sister Stephanie and friend Kimmy who help raise her three boys.,2019,December,TV Comedies,USA
s3170,Movie,marriage story,noah baumbach,"scarlett johansson, adam driver, laura dern, alan alda, ray liotta, julie hagerty, merritt wever, azhy robertson",United Kingdom,2019-12-06,2019,R,137 min,Academy Award-nominated filmmaker Noah Baumbach directs this incisive and compassionate look at a marriage coming apart and a family staying together.,2019,December,Dramas,GBR
s3171,Movie,no game no life: zero,atsuko ishizuka,"yoshitsugu matsuoka, ai kayano, yoko hikasa, yukari tamura, yuka iguchi, mamiko noto, miyuki sawashiro, rie kugimiya, toru okawa, kazuyuki okitsu, junichi suwabe, lynn, yui horie, nanako mori, ryota takeuchi",Japan,2019-12-06,2017,TV-MA,106 min,"In ancient Disboard, a young warrior befriends an ex machina and embarks on a harrowing mission to stop a global war and save humanity from extinction.",2019,December,Action & Adventure,JPN
s3172,Movie,slow country,eric aghimien,"ivie okujaye, sambasa nzeribe, tope tedela, gina castel, majid michel, victor erabie, brutus richard, adebayo thomas",Nigeria,2019-12-06,2017,TV-MA,115 min,"Desperate to leave a life of prostitution, a teenage mother attempts to outsmart her ruthless boss who is determined to keep his prized asset.",2019,December,Dramas,NGA
s3173,Movie,spirit riding free: spirit of christmas,unknown,"amber frank, bailey gambertoglio, sydney park, evan agos, kay bess, darcy rose byrnes, david faustino, gabriella graves, duncan joiner, katherine mcnamara, nolan north, tiya sircar",United States,2019-12-06,2019,TV-Y7,46 min,Lucky and friends must figure out how to get home in time for Christmas when a falling boulder – and a serious snowstorm – derail their travel plans.,2019,December,Children & Family Movies,USA
s3174,TV Show,teasing master takagi-san,unknown,"rie takahashi, yuki kaji, konomi kohara, m・a・o, yui ogura, yuma uchida, kotori koiwai, nobuhiko okamoto, fukushi ochiai",Japan,2019-12-06,2019,TV-PG,1 Season,"Teased constantly by classmate Takagi-san, middle-schooler Nishikata swears payback by trying (and failing) to give her a dose of her own medicine.",2019,December,Anime Series,JPN
s3175,TV Show,the chosen one,michel tikhomiroff,"paloma bernardi, renan tenca, gutto szuster, pedro caetano, mariano mattos martins, alli willow, kiko vianello, francisco gaspar, tuna dwek, lourinelson vladmir, leonardo ventura, aury porto, glauber amaral, astrea lucena",Brazil,2019-12-06,2019,TV-MA,2 Seasons,"Determined to bring a Zika vaccine to the remote Pantanal, three doctors clash with a faith healer and are pulled deeper into the mysteries of his cult.",2019,December,International TV Shows,BRA
s3176,TV Show,the confession killer,"robert kenner, taki oldham",unknown,United States,2019-12-06,2019,TV-14,1 Season,Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth – and horrifying consequences.,2019,December,Crime TV Shows,USA
s3177,TV Show,three days of christmas,unknown,"victoria abril, elena anaya, mar ayala, nerea barros, berta castañé, verónica echegui, verónica forqué, ángela molina, anna moliner, charo lópez, mariona pagès, carla tous, carles arquimbau, manel barceló, nausicaa bonnín, alicia borrachero, antonio dechent, miquel fernández, francesc garrido, iván morales, susi sánchez, david solans",Spain,2019-12-06,2019,TV-MA,1 Season,"Four sisters deal with family drama and secrets throughout three different time periods, all occurring on Christmas Day.",2019,December,International TV Shows,ESP
s3178,TV Show,triad princess,unknown,"eugenie liu, jasper liu, cecilia choi, tien hsin, michael jq huang, chang zhang-xing, hung yan-siang, tsao yu-ning, chang shu-wei, lee lee-zen",Unknown,2019-12-06,2019,TV-MA,1 Season,"After jostling her way into a gig as a celebrity bodyguard, the boisterous daughter of a powerful triad boss shakes up a TV star's life and finds love.",2019,December,Crime TV Shows,Unknown
